Codice comune;Comune;Maschi;Femmine;Totale;Cittadinanza;Zona geografica;Continente
58117;Ardea;7;8;15;Kosovo;Europa Centro-Orientale;Europa
58117;Ardea;6;9;15;Spagna;Unione Europea;Europa
58117;Ardea;8;6;14;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58117;Ardea;10;2;12;Senegal;Africa Occidentale;Africa
58117;Ardea;7;5;12;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58117;Ardea;7;3;10;Algeria;Africa Settentrionale;Africa
58117;Ardea;7;3;10;Croazia;Unione Europea;Europa
58117;Ardea;2;7;9;Argentina;America Centro-Meridionale;America
58117;Ardea;4;5;9;Bielorussia;Europa Centro-Orientale;Europa
58117;Ardea;0;8;8;Ceca, Repubblica;Unione Europea;Europa
58117;Ardea;4;4;8;Etiopia;Africa Orientale;Africa
58117;Ardea;4;4;8;Stati Uniti d'America;America Settentrionale;America
58117;Ardea;2;5;7;Guatemala;America Centro-Meridionale;America
58117;Ardea;5;2;7;Iraq;Asia Occidentale;Asia
58117;Ardea;2;5;7;Portogallo;Unione Europea;Europa
58117;Ardea;4;3;7;Siria;Asia Occidentale;Asia
58117;Ardea;5;2;7;Turchia;Europa Centro-Orientale;Europa
58117;Ardea;3;3;6;Armenia;Asia Occidentale;Asia
58117;Ardea;5;1;6;Camerun;Africa Centro-Meridionale;Africa
58117;Ardea;2;4;6;Capo Verde;Africa Occidentale;Africa
58117;Ardea;2;4;6;Finlandia;Unione Europea;Europa
58117;Ardea;0;5;5;Austria;Unione Europea;Europa
58117;Ardea;1;4;5;Giappone;Asia Orientale;Asia
58117;Ardea;3;2;5;Montenegro;Europa Centro-Orientale;Europa
58117;Ardea;1;3;4;Belgio;Unione Europea;Europa
58117;Ardea;3;1;4;Eritrea;Africa Orientale;Africa
58117;Ardea;0;4;4;Georgia;Asia Occidentale;Asia
58117;Ardea;2;2;4;Kenya;Africa Orientale;Africa
58117;Ardea;2;2;4;Libano;Asia Occidentale;Asia
58117;Ardea;3;1;4;Nicaragua;America Centro-Meridionale;America
58117;Ardea;2;2;4;Yemen;Asia Occidentale;Asia
58117;Ardea;2;1;3;Burkina Faso (ex Alto Volta);Africa Occidentale;Africa
58117;Ardea;1;2;3;El Salvador;America Centro-Meridionale;America
58117;Ardea;2;1;3;Honduras;America Centro-Meridionale;America
58117;Ardea;0;3;3;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58117;Ardea;1;2;3;Paesi Bassi;Unione Europea;Europa
58117;Ardea;0;3;3;Slovacchia;Unione Europea;Europa
58117;Ardea;0;3;3;Ungheria;Unione Europea;Europa
58117;Ardea;1;1;2;Apolide;;
58117;Ardea;2;0;2;Canada;America Settentrionale;America
58117;Ardea;2;0;2;Cile;America Centro-Meridionale;America
58117;Ardea;1;1;2;Congo (Repubblica del);Africa Centro-Meridionale;Africa
58117;Ardea;1;1;2;Dominicana, Repubblica;America Centro-Meridionale;America
58117;Ardea;1;1;2;Ghana;Africa Occidentale;Africa
58117;Ardea;0;2;2;Grecia;Unione Europea;Europa
58117;Ardea;1;1;2;Irlanda;Unione Europea;Europa
58117;Ardea;1;1;2;Lituania;Unione Europea;Europa
58117;Ardea;0;2;2;Madagascar;Africa Orientale;Africa
58117;Ardea;1;1;2;Mali;Africa Occidentale;Africa
58117;Ardea;0;2;2;Messico;America Centro-Meridionale;America
58117;Ardea;1;1;2;Paraguay;America Centro-Meridionale;America
58117;Ardea;1;1;2;San Marino;Altri paesi europei;Europa
58117;Ardea;0;2;2;Somalia;Africa Orientale;Africa
58117;Ardea;0;2;2;Thailandia;Asia Orientale;Asia
58117;Ardea;1;0;1;Afghanistan;Asia Centro-Meridionale;Asia
58117;Ardea;1;0;1;Angola;Africa Centro-Meridionale;Africa
58117;Ardea;0;1;1;Bolivia;America Centro-Meridionale;America
58117;Ardea;1;0;1;Ciad;Africa Centro-Meridionale;Africa
58117;Ardea;1;0;1;Costa d'Avorio;Africa Occidentale;Africa
58117;Ardea;0;1;1;Haiti;America Centro-Meridionale;America
58117;Ardea;0;1;1;Indonesia;Asia Orientale;Asia
58117;Ardea;1;0;1;Israele;Asia Occidentale;Asia
58117;Ardea;0;1;1;Kazakhstan;Asia Centro-Meridionale;Asia
58117;Ardea;1;0;1;Kuwait;Asia Occidentale;Asia
58117;Ardea;0;1;1;Lettonia;Unione Europea;Europa
58117;Ardea;0;1;1;Liberia;Africa Occidentale;Africa
58117;Ardea;0;1;1;Mozambico;Africa Orientale;Africa
58117;Ardea;1;0;1;Nepal;Asia Centro-Meridionale;Asia
58117;Ardea;0;1;1;Norvegia;Altri paesi europei;Europa
58117;Ardea;0;1;1;Panama;America Centro-Meridionale;America
58117;Ardea;0;1;1;Ruanda;Africa Orientale;Africa
58117;Ardea;0;1;1;Seychelles;Africa Orientale;Africa
58117;Ardea;1;0;1;Sierra Leone;Africa Occidentale;Africa
58117;Ardea;0;1;1;Singapore;Asia Orientale;Asia
58117;Ardea;0;1;1;Slovenia;Unione Europea;Europa
58117;Ardea;0;1;1;Svezia;Unione Europea;Europa
58117;Ardea;0;1;1;Tanzania;Africa Orientale;Africa
58117;Ardea;1;0;1;Togo;Africa Occidentale;Africa
58117;Ardea;0;1;1;Uganda;Africa Orientale;Africa
58117;Ardea;1;0;1;Uruguay;America Centro-Meridionale;America
58009;Ariccia;264;321;585;Romania;Unione Europea;Europa
58009;Ariccia;56;66;122;Albania;Europa Centro-Orientale;Europa
58009;Ariccia;48;40;88;Pakistan;Asia Centro-Meridionale;Asia
58009;Ariccia;10;56;66;Ucraina;Europa Centro-Orientale;Europa
58009;Ariccia;14;29;43;Polonia;Unione Europea;Europa
58009;Ariccia;28;6;34;Bangladesh;Asia Centro-Meridionale;Asia
58009;Ariccia;27;6;33;Tunisia;Africa Settentrionale;Africa
58009;Ariccia;21;10;31;Egitto;Africa Settentrionale;Africa
58009;Ariccia;24;7;31;India;Asia Centro-Meridionale;Asia
58009;Ariccia;5;24;29;Nigeria;Africa Occidentale;Africa
58009;Ariccia;13;13;26;Perù;America Centro-Meridionale;America
58009;Ariccia;9;16;25;Cinese, Repubblica Popolare;Asia Orientale;Asia
58009;Ariccia;7;12;19;Germania;Unione Europea;Europa
58009;Ariccia;11;7;18;Marocco;Africa Settentrionale;Africa
58009;Ariccia;4;13;17;Filippine;Asia Orientale;Asia
58009;Ariccia;5;12;17;Moldova;Europa Centro-Orientale;Europa
58009;Ariccia;1;15;16;Messico;America Centro-Meridionale;America
58009;Ariccia;2;13;15;Colombia;America Centro-Meridionale;America
58009;Ariccia;4;8;12;Francia;Unione Europea;Europa
58009;Ariccia;2;9;11;Spagna;Unione Europea;Europa
58009;Ariccia;3;6;9;Austria;Unione Europea;Europa
58009;Ariccia;0;9;9;Kenya;Africa Orientale;Africa
58009;Ariccia;4;5;9;Stati Uniti d'America;America Settentrionale;America
58009;Ariccia;6;2;8;Guinea;Africa Occidentale;Africa
58009;Ariccia;5;3;8;Macedonia del Nord;Europa Centro-Orientale;Europa
58009;Ariccia;4;4;8;Regno Unito;Altri paesi europei;Europa
58009;Ariccia;1;6;7;Brasile;America Centro-Meridionale;America
58009;Ariccia;0;7;7;Russa, Federazione;Europa Centro-Orientale;Europa
58009;Ariccia;5;1;6;Slovacchia;Unione Europea;Europa
58009;Ariccia;4;2;6;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58009;Ariccia;1;4;5;Belgio;Unione Europea;Europa
58009;Ariccia;1;4;5;El Salvador;America Centro-Meridionale;America
58009;Ariccia;0;5;5;Lituania;Unione Europea;Europa
58009;Ariccia;3;1;4;Benin (ex Dahomey);Africa Occidentale;Africa
58009;Ariccia;4;0;4;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58009;Ariccia;1;3;4;Bulgaria;Unione Europea;Europa
58009;Ariccia;4;0;4;Costa d'Avorio;Africa Occidentale;Africa
58009;Ariccia;1;3;4;Dominicana, Repubblica;America Centro-Meridionale;America
58009;Ariccia;0;4;4;Georgia;Asia Occidentale;Asia
58009;Ariccia;3;1;4;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58009;Ariccia;1;3;4;Svizzera;Altri paesi europei;Europa
58009;Ariccia;3;0;3;Algeria;Africa Settentrionale;Africa
58009;Ariccia;2;1;3;Argentina;America Centro-Meridionale;America
58009;Ariccia;2;1;3;Australia;Oceania;Oceania
58009;Ariccia;0;3;3;Bielorussia;Europa Centro-Orientale;Europa
58009;Ariccia;0;3;3;Ecuador;America Centro-Meridionale;America
58009;Ariccia;0;3;3;Guatemala;America Centro-Meridionale;America
58009;Ariccia;3;0;3;Senegal;Africa Occidentale;Africa
58009;Ariccia;3;0;3;Uruguay;America Centro-Meridionale;America
58009;Ariccia;2;1;3;Venezuela;America Centro-Meridionale;America
58009;Ariccia;1;1;2;Ceca, Repubblica;Unione Europea;Europa
58009;Ariccia;1;1;2;Cile;America Centro-Meridionale;America
58009;Ariccia;0;2;2;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58009;Ariccia;0;2;2;Corea, Repubblica (Corea del Sud);Asia Orientale;Asia
58009;Ariccia;1;1;2;Cuba;America Centro-Meridionale;America
58009;Ariccia;0;2;2;Giappone;Asia Orientale;Asia
58009;Ariccia;0;2;2;Indonesia;Asia Orientale;Asia
58009;Ariccia;0;2;2;Madagascar;Africa Orientale;Africa
58009;Ariccia;2;0;2;Mali;Africa Occidentale;Africa
58009;Ariccia;0;2;2;Paesi Bassi;Unione Europea;Europa
58009;Ariccia;0;1;1;Armenia;Asia Occidentale;Asia
58009;Ariccia;1;0;1;Camerun;Africa Centro-Meridionale;Africa
58009;Ariccia;0;1;1;Canada;America Settentrionale;America
58009;Ariccia;0;1;1;Capo Verde;Africa Occidentale;Africa
58009;Ariccia;0;1;1;Costa Rica;America Centro-Meridionale;America
58009;Ariccia;0;1;1;Croazia;Unione Europea;Europa
58009;Ariccia;0;1;1;Dominica;America Centro-Meridionale;America
58009;Ariccia;0;1;1;Estonia;Unione Europea;Europa
58009;Ariccia;0;1;1;Etiopia;Africa Orientale;Africa
58009;Ariccia;0;1;1;Finlandia;Unione Europea;Europa
58009;Ariccia;0;1;1;Ghana;Africa Occidentale;Africa
58009;Ariccia;0;1;1;Libia;Africa Settentrionale;Africa
58009;Ariccia;0;1;1;Montenegro;Europa Centro-Orientale;Europa
58009;Ariccia;0;1;1;Panama;America Centro-Meridionale;America
58009;Ariccia;0;1;1;Paraguay;America Centro-Meridionale;America
58009;Ariccia;0;1;1;San Marino;Altri paesi europei;Europa
58009;Ariccia;0;1;1;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58009;Ariccia;0;1;1;Siria;Asia Occidentale;Asia
58009;Ariccia;0;1;1;Svezia;Unione Europea;Europa
58009;Ariccia;0;1;1;Thailandia;Asia Orientale;Asia
58009;Ariccia;0;1;1;Uganda;Africa Orientale;Africa
58010;Arsoli;17;30;47;Romania;Unione Europea;Europa
58010;Arsoli;2;3;5;Albania;Europa Centro-Orientale;Europa
58010;Arsoli;2;2;4;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58010;Arsoli;1;2;3;Congo (Repubblica del);Africa Centro-Meridionale;Africa
58010;Arsoli;2;1;3;Madagascar;Africa Orientale;Africa
58010;Arsoli;1;2;3;Spagna;Unione Europea;Europa
58010;Arsoli;1;1;2;Dominicana, Repubblica;America Centro-Meridionale;America
58010;Arsoli;1;1;2;Perù;America Centro-Meridionale;America
58010;Arsoli;0;2;2;Polonia;Unione Europea;Europa
58010;Arsoli;1;0;1;Angola;Africa Centro-Meridionale;Africa
58010;Arsoli;1;0;1;Ecuador;America Centro-Meridionale;America
58010;Arsoli;1;0;1;Egitto;Africa Settentrionale;Africa
58010;Arsoli;1;0;1;Filippine;Asia Orientale;Asia
58010;Arsoli;0;1;1;Thailandia;Asia Orientale;Asia
58010;Arsoli;0;1;1;Ucraina;Europa Centro-Orientale;Europa
58011;Artena;256;277;533;Romania;Unione Europea;Europa
58011;Artena;97;87;184;Albania;Europa Centro-Orientale;Europa
58011;Artena;32;26;58;Marocco;Africa Settentrionale;Africa
58011;Artena;22;10;32;Tunisia;Africa Settentrionale;Africa
58011;Artena;10;13;23;Cinese, Repubblica Popolare;Asia Orientale;Asia
58011;Artena;10;12;22;Moldova;Europa Centro-Orientale;Europa
58011;Artena;14;3;17;Egitto;Africa Settentrionale;Africa
58011;Artena;7;6;13;Pakistan;Asia Centro-Meridionale;Asia
58011;Artena;2;10;12;Bulgaria;Unione Europea;Europa
58011;Artena;2;8;10;Polonia;Unione Europea;Europa
58011;Artena;1;8;9;Cuba;America Centro-Meridionale;America
58011;Artena;0;9;9;Ucraina;Europa Centro-Orientale;Europa
58011;Artena;1;4;5;Filippine;Asia Orientale;Asia
58011;Artena;3;2;5;India;Asia Centro-Meridionale;Asia
58011;Artena;2;3;5;Nicaragua;America Centro-Meridionale;America
58011;Artena;2;3;5;Russa, Federazione;Europa Centro-Orientale;Europa
58011;Artena;1;3;4;Spagna;Unione Europea;Europa
58011;Artena;1;2;3;Etiopia;Africa Orientale;Africa
58011;Artena;1;2;3;Regno Unito;Altri paesi europei;Europa
58011;Artena;0;3;3;Venezuela;America Centro-Meridionale;America
58011;Artena;0;2;2;Argentina;America Centro-Meridionale;America
58011;Artena;1;1;2;Bielorussia;Europa Centro-Orientale;Europa
58011;Artena;0;2;2;Brasile;America Centro-Meridionale;America
58011;Artena;0;2;2;Dominicana, Repubblica;America Centro-Meridionale;America
58011;Artena;1;1;2;Ecuador;America Centro-Meridionale;America
58011;Artena;1;1;2;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58011;Artena;2;0;2;Macedonia del Nord;Europa Centro-Orientale;Europa
58011;Artena;1;1;2;Niger;Africa Occidentale;Africa
58011;Artena;1;0;1;Angola;Africa Centro-Meridionale;Africa
58011;Artena;1;0;1;Bangladesh;Asia Centro-Meridionale;Asia
58011;Artena;0;1;1;Belgio;Unione Europea;Europa
58011;Artena;1;0;1;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58011;Artena;0;1;1;Burkina Faso (ex Alto Volta);Africa Occidentale;Africa
58011;Artena;0;1;1;Ceca, Repubblica;Unione Europea;Europa
58011;Artena;1;0;1;Francia;Unione Europea;Europa
58011;Artena;1;0;1;Gambia;Africa Occidentale;Africa
58011;Artena;0;1;1;Honduras;America Centro-Meridionale;America
58011;Artena;1;0;1;Mali;Africa Occidentale;Africa
58011;Artena;1;0;1;Nigeria;Africa Occidentale;Africa
58011;Artena;0;1;1;Perù;America Centro-Meridionale;America
58011;Artena;1;0;1;Ruanda;Africa Orientale;Africa
58011;Artena;0;1;1;Saint Vincent e Grenadine;America Centro-Meridionale;America
58011;Artena;1;0;1;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58011;Artena;1;0;1;Siria;Asia Occidentale;Asia
58011;Artena;0;1;1;Stati Uniti d'America;America Settentrionale;America
58011;Artena;0;1;1;Turchia;Europa Centro-Orientale;Europa
58011;Artena;0;1;1;Ungheria;Unione Europea;Europa
58012;Bellegra;27;23;50;Romania;Unione Europea;Europa
58012;Bellegra;4;4;8;Iraq;Asia Occidentale;Asia
58012;Bellegra;2;6;8;Ucraina;Europa Centro-Orientale;Europa
58012;Bellegra;2;5;7;Polonia;Unione Europea;Europa
58012;Bellegra;4;1;5;Algeria;Africa Settentrionale;Africa
58012;Bellegra;4;1;5;Egitto;Africa Settentrionale;Africa
58012;Bellegra;1;3;4;Moldova;Europa Centro-Orientale;Europa
58012;Bellegra;2;1;3;Macedonia del Nord;Europa Centro-Orientale;Europa
58012;Bellegra;2;0;2;Stati Uniti d'America;America Settentrionale;America
58012;Bellegra;0;1;1;Austria;Unione Europea;Europa
58012;Bellegra;0;1;1;Congo (Repubblica del);Africa Centro-Meridionale;Africa
58012;Bellegra;0;1;1;Cuba;America Centro-Meridionale;America
58012;Bellegra;0;1;1;Regno Unito;Altri paesi europei;Europa
58012;Bellegra;1;0;1;Tunisia;Africa Settentrionale;Africa
58013;Bracciano;305;419;724;Romania;Unione Europea;Europa
58013;Bracciano;89;82;171;Albania;Europa Centro-Orientale;Europa
58013;Bracciano;32;78;110;Polonia;Unione Europea;Europa
58013;Bracciano;51;37;88;India;Asia Centro-Meridionale;Asia
58013;Bracciano;26;46;72;Regno Unito;Altri paesi europei;Europa
58013;Bracciano;9;52;61;Ucraina;Europa Centro-Orientale;Europa
58013;Bracciano;33;10;43;Egitto;Africa Settentrionale;Africa
58013;Bracciano;24;17;41;Cinese, Repubblica Popolare;Asia Orientale;Asia
58013;Bracciano;20;21;41;Moldova;Europa Centro-Orientale;Europa
58013;Bracciano;12;25;37;Bulgaria;Unione Europea;Europa
58013;Bracciano;17;19;36;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58013;Bracciano;19;16;35;Bangladesh;Asia Centro-Meridionale;Asia
58013;Bracciano;18;11;29;Colombia;America Centro-Meridionale;America
58013;Bracciano;10;18;28;Perù;America Centro-Meridionale;America
58013;Bracciano;7;15;22;Germania;Unione Europea;Europa
58013;Bracciano;13;9;22;Macedonia del Nord;Europa Centro-Orientale;Europa
58013;Bracciano;7;13;20;Ecuador;America Centro-Meridionale;America
58013;Bracciano;8;11;19;Stati Uniti d'America;America Settentrionale;America
58013;Bracciano;5;13;18;Filippine;Asia Orientale;Asia
58013;Bracciano;4;14;18;Francia;Unione Europea;Europa
58013;Bracciano;3;13;16;Russa, Federazione;Europa Centro-Orientale;Europa
58013;Bracciano;11;2;13;Argentina;America Centro-Meridionale;America
58013;Bracciano;3;9;12;Brasile;America Centro-Meridionale;America
58013;Bracciano;5;7;12;El Salvador;America Centro-Meridionale;America
58013;Bracciano;6;6;12;Marocco;Africa Settentrionale;Africa
58013;Bracciano;6;5;11;Kosovo;Europa Centro-Orientale;Europa
58013;Bracciano;8;3;11;Senegal;Africa Occidentale;Africa
58013;Bracciano;2;8;10;Paesi Bassi;Unione Europea;Europa
58013;Bracciano;4;5;9;Nigeria;Africa Occidentale;Africa
58013;Bracciano;3;5;8;Belgio;Unione Europea;Europa
58013;Bracciano;3;5;8;Irlanda;Unione Europea;Europa
58013;Bracciano;4;4;8;Spagna;Unione Europea;Europa
58013;Bracciano;6;2;8;Tunisia;Africa Settentrionale;Africa
58013;Bracciano;4;3;7;Sierra Leone;Africa Occidentale;Africa
58013;Bracciano;2;3;5;Guinea;Africa Occidentale;Africa
58013;Bracciano;1;4;5;Niger;Africa Occidentale;Africa
58013;Bracciano;5;0;5;Portogallo;Unione Europea;Europa
58013;Bracciano;3;2;5;Siria;Asia Occidentale;Asia
58013;Bracciano;1;4;5;Venezuela;America Centro-Meridionale;America
58013;Bracciano;3;1;4;Afghanistan;Asia Centro-Meridionale;Asia
58013;Bracciano;0;4;4;Bielorussia;Europa Centro-Orientale;Europa
58013;Bracciano;2;2;4;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58013;Bracciano;2;2;4;Corea, Repubblica (Corea del Sud);Asia Orientale;Asia
58013;Bracciano;3;1;4;Cuba;America Centro-Meridionale;America
58013;Bracciano;0;4;4;Giappone;Asia Orientale;Asia
58013;Bracciano;2;2;4;Svezia;Unione Europea;Europa
58013;Bracciano;1;2;3;Bolivia;America Centro-Meridionale;America
58013;Bracciano;1;2;3;Danimarca;Unione Europea;Europa
58013;Bracciano;1;2;3;Dominicana, Repubblica;America Centro-Meridionale;America
58013;Bracciano;1;2;3;Eritrea;Africa Orientale;Africa
58013;Bracciano;1;2;3;Etiopia;Africa Orientale;Africa
58013;Bracciano;0;3;3;Finlandia;Unione Europea;Europa
58013;Bracciano;3;0;3;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58013;Bracciano;1;2;3;Israele;Asia Occidentale;Asia
58013;Bracciano;0;3;3;Kenya;Africa Orientale;Africa
58013;Bracciano;0;3;3;Lituania;Unione Europea;Europa
58013;Bracciano;1;1;2;Austria;Unione Europea;Europa
58013;Bracciano;1;1;2;Capo Verde;Africa Occidentale;Africa
58013;Bracciano;1;1;2;Ceca, Repubblica;Unione Europea;Europa
58013;Bracciano;2;0;2;Ghana;Africa Occidentale;Africa
58013;Bracciano;1;1;2;Messico;America Centro-Meridionale;America
58013;Bracciano;1;1;2;Seychelles;Africa Orientale;Africa
58013;Bracciano;0;2;2;Thailandia;Asia Orientale;Asia
58013;Bracciano;2;0;2;Turchia;Europa Centro-Orientale;Europa
58013;Bracciano;0;2;2;Vietnam;Asia Orientale;Asia
58013;Bracciano;1;0;1;Algeria;Africa Settentrionale;Africa
58013;Bracciano;1;0;1;Apolide;;
58013;Bracciano;0;1;1;Canada;America Settentrionale;America
58013;Bracciano;1;0;1;Cile;America Centro-Meridionale;America
58013;Bracciano;1;0;1;Gambia;Africa Occidentale;Africa
58013;Bracciano;0;1;1;Georgia;Asia Occidentale;Asia
58013;Bracciano;0;1;1;Grecia;Unione Europea;Europa
58013;Bracciano;0;1;1;Guatemala;America Centro-Meridionale;America
58013;Bracciano;1;0;1;Guinea Equatoriale;Africa Centro-Meridionale;Africa
58013;Bracciano;1;0;1;Iraq;Asia Occidentale;Asia
58013;Bracciano;1;0;1;Mauritania;Africa Occidentale;Africa
58013;Bracciano;0;1;1;Nicaragua;America Centro-Meridionale;America
58013;Bracciano;0;1;1;Panama;America Centro-Meridionale;America
58013;Bracciano;1;0;1;San Marino;Altri paesi europei;Europa
58013;Bracciano;0;1;1;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58013;Bracciano;0;1;1;Slovacchia;Unione Europea;Europa
58013;Bracciano;1;0;1;Somalia;Africa Orientale;Africa
58013;Bracciano;1;0;1;Sud Africa;Africa Centro-Meridionale;Africa
58013;Bracciano;0;1;1;Svizzera;Altri paesi europei;Europa
58013;Bracciano;0;1;1;Taiwan (ex Formosa);Asia Orientale;Asia
58013;Bracciano;0;1;1;Tanzania;Africa Orientale;Africa
58013;Bracciano;0;1;1;Ungheria;Unione Europea;Europa
58013;Bracciano;0;1;1;Zambia;Africa Orientale;Africa
58014;Camerata Nuova;4;5;9;Romania;Unione Europea;Europa
58014;Camerata Nuova;2;1;3;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58014;Camerata Nuova;0;2;2;Ucraina;Europa Centro-Orientale;Europa
58014;Camerata Nuova;0;1;1;Bangladesh;Asia Centro-Meridionale;Asia
58015;Campagnano di Roma;409;456;865;Romania;Unione Europea;Europa
58015;Campagnano di Roma;84;77;161;Albania;Europa Centro-Orientale;Europa
58015;Campagnano di Roma;57;76;133;Polonia;Unione Europea;Europa
58015;Campagnano di Roma;48;38;86;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58015;Campagnano di Roma;15;41;56;Ucraina;Europa Centro-Orientale;Europa
58015;Campagnano di Roma;12;26;38;Moldova;Europa Centro-Orientale;Europa
58015;Campagnano di Roma;16;13;29;Perù;America Centro-Meridionale;America
58015;Campagnano di Roma;11;11;22;Filippine;Asia Orientale;Asia
58015;Campagnano di Roma;8;12;20;Ecuador;America Centro-Meridionale;America
58015;Campagnano di Roma;17;1;18;Bangladesh;Asia Centro-Meridionale;Asia
58015;Campagnano di Roma;11;7;18;Cinese, Repubblica Popolare;Asia Orientale;Asia
58015;Campagnano di Roma;16;2;18;Egitto;Africa Settentrionale;Africa
58015;Campagnano di Roma;6;11;17;Cuba;America Centro-Meridionale;America
58015;Campagnano di Roma;10;7;17;Marocco;Africa Settentrionale;Africa
58015;Campagnano di Roma;1;13;14;Germania;Unione Europea;Europa
58015;Campagnano di Roma;3;9;12;Regno Unito;Altri paesi europei;Europa
58015;Campagnano di Roma;11;0;11;Afghanistan;Asia Centro-Meridionale;Asia
58015;Campagnano di Roma;7;4;11;Macedonia del Nord;Europa Centro-Orientale;Europa
58015;Campagnano di Roma;5;5;10;Colombia;America Centro-Meridionale;America
