Gender;Age;Satisfaction;Participation;Vote;Duma;Violation;Observers;Obs_elections;Trust_Putin;Protest;Education;FO;Region;wes_total_reg
1;39;2;1;5;1;1;1;1;1;2;5;6;74;1.660195812
2;55;4;1;1; ;1;1;2;1;2;4;7;24;0.382338386
2;18;1;3; ;9;1;3;2;1;2;2;6;66;0.612158559
2;42;4; ; ;2; ;2;2;2;1;4;3;58;0.73300377
1;36;2;1;5;1;2;2;2;1;2;6;3;3;1.660195812
2;47;1;1;5;1; ;1;2;1;2;6;7;17;0.261646542
2;48;4;1; ;2;2;1;1;2;1;4;7;22;1.156443654
2;54;4;2;3;9; ;2;2; ;1;4;3;58;0.722777284
2;75;3;1;2;2; ;1;2;2;1;6;5;26;0.313345123
2;52;2;4;5;9; ; ; ;1; ;4;5;26;0.633460048
2;29;5;1;3;6;2;3;2;2;1;2;4;30;1.417020657
1;39;2;2;5;1;1; ;2;1;2;6;5;26;0.830097906
1;33;4;5; ;9; ;2;2;2;1;4;7;24;0.979486357
2;19;3;2;4;9;1;2;1;2;2;3;5;26;1.224317119
1;32;3;1; ;1; ; ;1;1;2;5;3;73;0.739722237
1;25;1;1;1;1;1;1;1;1;1;1;5;7;1.675437189
2;59;2;1; ;6;1;3;1;1;2;4;4;30;0.382338386
1;33;1;1;2;7;1;1;2;1;2;6;7;55;0.986296316
1;32;3;5; ;9;3;3;2; ;1;6;5;5;0.739722237
1;38;2;1;5;9;1;1;1;1;2;5;5;26;1.43161971
2;46; ;1; ;1;1;1;1;1;2;4;3;52;0.722777284
2;37;1;1;5;1;1;1;1;1;2;6;5;20;1.239218776
2;54;3;1;5;1;1;1;1;1;1;6;5;26;0.633460048
2;28;1;2;5;9; ;1;1;1;2;2;6;66;1.417020657
2;64;4;1;5;1; ;3;2;1;2;4;3;13;1.320805335
1;19;1;1;5;9;1;1;1;1;2;6;4;34;0.463190681
2;50;1;1; ;2;2;2;1;2;1;4;5;26;0.633460048
1;50;3;1; ; ;1;2;2;1;2;4;5;26;4.054821808
1;19;1;1; ; ; ;1;1;1;2;5;3;73;1.54266153
1;45;3;1; ; ;3;2;2; ;2;6;3;90;1.072704182
1;56;5;1; ; ; ; ;2; ; ;6;5;15;0.380911361
2;31;5;4;5;9;1; ;2;1;2;2;5;5;2.834041314
1;27;3;5; ;9;1;3;1;2;1;4;3;58;0.739722237
2;63;4;4;3;9; ; ;2;1;2;6;5;26;1.320805335
2;26;2;2;5;9;1;1;1;1;2;4;1;47;0.829969242
2;53;2;1;5;1;1;1;1;1;2;4;5;26;0.481851523
1;24;1;4; ;9;3; ;2;1;2;6;5;9;1.389572044
2;50;5;1; ; ;2;3;1; ;1;4;3;63;0.37033049
2;57;2;1; ;8; ;2;2; ;2;6;1;78;0.437565042
2;73;3;1; ;2;1;3;2;1;2;4;5;26;1.082464971
2;66;3;1;5;1;1;1;2;1;2;1;5;26;1.082464971
2;44;5;5;5;9;1;1;2;1;1;4;5;7;0.73300377
2;77;3;5; ;2;2;2;2;2;2;4;3;16;0.313345123
1;39;2;1;5;1;1;1;1;1;2;4;5;5;0.836946907
1;37;2;2; ;9;2;2;2; ;1;5;1;78;0.76000075
1;24;3;1; ; ; ;2;2; ; ;6;3;16;1.54266153
2;45;5;1; ; ;2; ;1; ;2;6;3;90;0.321234348
2;25;1;4;5;1;1;1;1;1;1;1;3;56;3.074317858
1;46;5;1;5;6;1;1;1;1;2;6;1;39;1.547621639
2;28;1;1; ;9; ; ;1;1; ;6;1;78;1.018480156
2;26;2;2; ;9;3;1;1;1;2;5;3;16;0.708510328
2;57;3;1;3;2;3;2;1;2;1;4;1;47;1.018096863
2;56;4;3;2;9;1;1;2;2;1;1;3;56;1.320805335
2;52;3;1;5;1;1;2;2;1;1;4;3;90;0.633460048
2;28;1;2;5;9;2;2;1; ;1;6;5;9;1.417020657
1;57;2;1;5;9;1;1;2;1;2;2;3;56;0.531463475
2;54;4;1;5;1;1;1;2;1;2;3;3;56;0.963703045
1;25;1;1;1;1;1;1;1;1;1;1;5;7;1.675437189
2;24;1;1;1;9;2;2;2;1;2;5;3;63;0.634831099
1;74;5;1;2;2;1;3;1;2;1;2;5;15;0.587746437
1;66;2;2; ;1;1;1;1;1;2;2;3;58;0.607041246
2;26;2;1; ; ;1;1;1;1; ;6;1;11;1.133616526
1;50;5;2;1;2;2;2; ;2;1;4;3;64;1.547621639
2;18;1;1;5;9;1;1;1;1;2;4;3;58;1.428369972
2;64;2;1;5;1;2; ;2;1;2;2;1;47;0.967018192
1;25;1;1;1;1;1;1;1;1;1;1;5;7;1.675437189
2;47;5;1; ; ;3;3;1; ;1;6;1;60;0.633460048
1;20;2;2; ;9;2;2;2;1;2;4;5;5;2.779144087
1;73;2;1;5;9;1;1;1;1;2;1;5;5;1.517603116
2;43;2;1; ; ;2;2;2; ;2;6;3;52;0.963836826
1;28;4;1;5;9; ;1;1;1;2;4;5;5;2.219166712
1;38;4;1;1;3;3;3;1;2;2;4;3;56;0.664078325
1;52;4;2;5;9;1;1;1;1; ;4;1;47;0.755386752
1;64;4;2; ;6; ;3; ;1;1;6;3;3;0.372024432
2;41;5;4;3;9;2;1;3;2;1;6;1;47;1.058499371
1;42;3;1;4;9; ;2;1;2;2;5;1;78;1.266667916
2;73;3;1;2; ;1;1; ;1;2;2;5;26;1.082464971
2;26;3;5; ;9; ;1;2; ;2;6;3;3;0.708510328
2;43;1;1;5;9;1;1;2;1;2;4;5;5;0.722877619
2;25;3;3;5;9; ;1;1;1;2;6;5;26;0.889934117
1;40;2;1;5;1; ;1;2;1;2;4;3;73;1.43161971
2;90; ;1;5;1; ; ;2;1;2;4;3;16;1.082464971
1;19;1; ;5;9; ;2;2;1;2;2;5;26;1.389572044
1;48;4;2;4;9;2; ;2;1;2;4;1;60;1.173764207
2;50;2;1;5;1;1;1;2;1;1;4;1;78;0.724959833
2;60;2;1;5;1;1;1;1;1; ;2;3;18;0.223520903
1;35;3;1;5;1;1;1;2;1;2;1;3;12;0.415048953
2;52;1;1;5;1;1;1;2;1;2;6;3;64;0.37033049
2;36;3;5; ;9; ;3; ;1;2;6;1;11;0.722877619
1;21;1;1; ;1;1;1;1;1;1;1;5;5;0.694786022
1;42;5;4; ;9;2;2;1;2;1;4;3;58;1.245146859
1;19;1;3;1;9;1;3;2; ;1;4;1;35;5.329194376
1;60;1;2; ;7; ; ;1; ;1;6;3;43;0.651558907
2;31;2;1;4;9;3;1;1;2;1;6;1;47;1.037461552
1;46;1;1; ;2;1;3;1;2;1;4;3;90;0.484815651
2;21;2;2; ;6;1;1;2;2;1;5;3;12;1.428369972
2;51;5;1; ;7;2;1;1;1;1;4;1;60;0.722777284
1;70;1;1;5;1;1;1;1;1;2;6;5;26;0.587746437
2;42;1;1;5;1;1; ;1;1;2;6;3;73;0.428525281
2;32;2;2; ;1;1;1;2;1;1;6;5;26;0.520269176
1;28;4;1;5;1;3;1;1;1;2;2;5;9;1.479444474
2;47;2;1; ;1; ; ;2; ;2;4;1;53;0.633460048
2;85;1;1; ;6; ;3;2;1;2;4;1;47;0.229413394
2;47;1;1;5;1;1;1;1;1;2;4;3;66;0.642468697
1;58;3; ; ; ;1;1;2;1;2;4;5;26;0.651558907
2;73;2;1; ;1;3;1;3;1;2;6;5;7;0.313345123
1;50;2;1; ;1;1; ;1;1;2;5;3;16;1.173764207
1;31;3;1; ; ;2;2;2;2;1;6;3;3;0.739722237
2;19;3;1;5;9;1;1;2;1;2;6;5;7;0.714184986
1;19;1;1;5;1;1;1;2;1;2;2;3;16;1.042179033
2;40;1;1;5;9; ; ;1;1;2;6;5;26;0.481918413
2;36;4;1;5;9;1; ;1;1;1;6;1;29;0.722877619
2;60;2;1;4;6;1;1;2;1;2;3;1;10;0.178487207
1;63;2;1;5;6;1;1; ;1; ;3;1;10;0.325779454
1;18;2;3;5; ;1;3;2; ;2;2;1;78;1.192716004
2;53;3;1;5;1;1;1;2;1;2;6;3;21;0.37033049
2;25;4;1; ; ;1;1;2; ;2;6;3;52;1.062765493
2;21;2;1;5;1;1;1;1;1;2;5;3;13;0.810518777
2;38;3;1;5;1;1;1;1;1;2;4;3;16;0.73300377
1;48;2;2;5;7;1;1;1;1;2;2;1;78;1.771166987
1;23;1;1;5;1; ; ;2;1;2;5;3;16;1.54266153
1;58;1;1; ;1;3;1;1;1;2;6;1;78;0.524013901
1;24;3;1;5;9; ; ;3;1;1;2;1;78;1.590288006
1;47;4;1;2;2; ; ;1;2;2;3;5;26;1.547621639
2;74;4;1; ;1;1;1;2;1;2;1;5;26;0.313345123
1;56;4;1;5;3;1;1; ;1;2;2;5;23;1.48809773
1;36;2;1;5;3; ;3;2; ;2;4;3;3;0.591321184
1;39;3;1; ; ; ;1;1;1;2;2;1;35;1.660195812
2;31;3;1; ;1; ; ;2; ;2;6;3;58;0.566808263
1;37;2;3; ;9; ; ;2;1;1;6;5;26;1.185854151
1;20;1;1;1;1;1;1;2;2;2;4;5;26;0.320670472
1;24;2;3;5;1; ;3; ;1; ;4;3;16;0.595530876
2;73;2;1;5;1;1;1;2;1;2;6;3;64;1.082464971
2;48;4;3;5;9; ;1;2;1;2;3;3;90;1.084165926
2;61;1;1; ;3;1;2; ;1; ;4;3;56;0.382338386
1;19;1;1;2;2;2;1;2;2;1;2;1;39;1.54266153
1;35;1;4;5;9;1;1;2;1;2;4;1;39;1.660195812
2;33;1;1; ; ; ;3;2;1;2;6;5;26;0.889934117
2;57;4;2;5;6;1;3;2;1;2;3;1;78;0.255807255
2;21;1;2;1;3;2;2;1;2;1;6;3;64;1.386413697
2;55;4;2;5;1; ; ;2;1;2;2;5;7;0.382338386
2;46;5;1;4;1;1;1;1; ;1;6;5;26;0.261646542
2;45;3;2;4;2;2; ;2; ;2;6;5;26;0.633460048
2;51;2;1;5;1;1;1;1;1;1;6;3;18;0.722777284
1;38;3;1;5;1; ;1;1;1;2;4;3;56;1.660195812
1;25;1;4;1;9; ;1;2;1;2;3;5;26;1.675437189
2;63;2;1; ;2;2;2;2;2;2;2;3;12;0.382338386
2;21;2;1;5;9;3;1;1;1;2;4;3;52;0.810518777
1;60;4;1; ;1; ;2;2; ;2;2;3;13;0.651558907
2;30;2;1;5;6;3;1;1;1;1;6;3;52;0.889934117
2;36;2;1;5;1;1;1;1;1;2;4;3;63;2.891510478
2;42;5;5;3;9; ;3;2;1;2;4;3;56;0.73300377
2;30;1;1;5;1;1;1; ;1; ;4;3;90;1.417020657
1;52;3;2;5;1; ; ;1;1;1;6;3;56;0.316782954
2;56;3;1;5;1;1;1;2;1;2;4;3;56;0.191169193
2;51;2;1; ;9;1;1;2;1;2;2;5;5;1.445554568
2;40;4;1;5;1;1;1;1;1;2;6;5;9;1.445755239
1;31;1;1; ; ;1;1;2;1;2;3;3;63;1.675437189
2;48;3;2; ;1;1;2;2; ;2;6;5;26;2.188316531
2;63;2;1;5;1; ;1;2;1;2;6;3;13;1.320805335
1;38;4;1;5;1;1;1;2;1;2;2;3;16;1.660195812
1;25;5;2;5;9;2;2; ;2;1;4;3;52;1.479444474
1;55;2;1; ;6;1;1;2;1;1;6;1;78;0.435931891
2;30;4;5;5;1;1;1;1;1;2;6;5;5;1.417020657
2;55;2;2;5; ;1;1;2;2;2;5;1;47;0.279926319
2;29;3;1;5;1;1;1;2;1;1;2;3;52;0.415448359
2;51;5;2;5;1;1;1;1;1;1;2;3;52;0.316730024
2;34;4;5;5;9; ;1;2;1;2;1;5;26;1.417020657
2;52;4;2; ;1;3;2;1;1;1;4;3;43;0.37033049
2;51;5;1; ;7; ; ;1; ; ;4;1;29;0.963703045
2;28;3;1; ;3;3;3;2; ;2;6;3;56;0.944680438
2;42;2;1;2;2;1; ;2;1;2;4;3;52;0.722877619
2;55;2;1;5;9;1;1;2;1;2;4;5;26;0.92704755
2;57;2;2; ;6;1;2;2; ;1;6;1;11;0.382338386
2;41;1;1;4;6;1;1;2;1;1;6;1;29;0.73300377
2;19;1;1;5; ; ;1;2;1;2;5;3;64;0.634831099
2;50;4;1; ;1;1;1; ; ;2;4;1;11;1.204628807
2;81;4;1;2;2;1; ;1;1;1;6;3;90;1.082464971
1;24;4;1; ;9; ; ;1;1;1;4;3;21;1.389572044
2;18;1;1;1;3;3;1;2;2;1;2;3;63;0.612158559
1;45;4;1;2;2;2;2;1;2;1;4;5;5;1.547621639
2;49;2;1;5;1;1;1;1;1;2;2;1;10;0.722777284
1;21;1; ; ;9; ;3;2;1;2;2;1;78;1.765490417
1;40;5;5;5;9; ;1;1;1;2;4;5;23;0.553398604
1;53;4;4;2;2;3;3;1; ;1;2;1;51;1.173764207
2;50;5; ;5;9;1;1;2;1;2;2;3;63;2.188316531
1;26;2;1;2;2;2;2;2;1;2;5;1;47;0.541582352
2;28;2;2; ;9;1; ;2;2;1;5;3;16;0.889934117
2;71;3;1;5;1;1;1;2;1; ;4;5;26;0.313345123
2;59;2;2;5;9;1;3; ;1;2;4;1;10;0.382338386
2;36;2;1; ;9;1;3;2; ;1;6;5;26;0.73300377
2;70;3;1;5;1;1;1;1;1;2;5;3;63;1.34207814
2;33;2;1;4;9;1;1;2;2;2;6;3;64;0.944680438
2;26;4;1; ;6;1;1;1;2;1;6;1;47;0.518730776
2;62;3;1;5;1;1;1; ;1; ;4;3;63;0.382338386
2;38;2;1;5;1;3;1;1;1;1;4;5;7;0.722877619
2;55;3;1;5;1;1;3;2; ;1;4;5;26;0.695285662
2;48;1;1;5;1;1;1;1;1;2;4;1;60;0.963703045
2;57; ;1; ; ;2;2; ; ;1;3;1;78;0.437565042
1;22;1; ;4;9;3; ; ;2;2;6;3;52;1.042179033
1;26;3;5; ;9; ;1;2;2;2;6;3;16;1.675437189
1;62;1;1;5;1; ;3;2;1;2;6;5;26;0.651558907
1;48;5;2;5;1; ;1;1;1;2;2;3;64;0.619048656
2;43;2;1;2;2;2;1;2;2;1;4;3;3;0.428525281
1;56;5;1;2;2;3;1;2;1; ;2;3;21;0.651558907
1;29;1;4; ;9; ; ;2;2;2;4;1;78;1.69314201
2;57;2;1;5;1;1;1;2;1;2;1;5;26;1.320805335
2;36;1;1;5;1; ;1;2;1;2;4;3;73;0.963836826
2;26;4;4;2;9;1;1;1;2;1;4;3;3;0.708510328
2;40;3;1; ; ;1;1;2;1;1;6;3;43;0.73300377
2;32;3;2;5;9;2;2;2;1;2;4;5;9;0.708510328
2;59;4;1;2;9; ; ;2; ;2;6;5;5;1.320805335
1;38;2;5; ;9;1;1;2;1;2;4;3;90;1.43161971
2;70;4;1; ;2; ;1;2; ;2;4;3;63;0.313345123
2;65;1;1;5;6;1; ;2;1;2;6;1;78;0.148119905
2;30;1;1;5;1; ;3;2;1; ;6;3;3;0.889934117
2;54;1;1;5;2; ;3;1;1;2;6;1;29;0.633460048
2;34;1;1; ;1;1;1;1;1;2;3;5;5;0.708510328
2;33;1;1;1;3; ;1;1; ; ;2;1;29;0.889934117
1;36; ;1; ; ; ;2; ; ;1;6;3;63;0.498058744
1;28;3;2;4;7; ; ;2;2;1;6;3;73;0.739722237
2;60;2;1;5;9;1;1; ;1;2;2;5;20;0.382338386
1;34;3;1; ; ;2;1;2;1;2;4;1;78;1.69314201
2;25;1;1;5;1;1;1;2;1;2;6;3;16;1.417020657
2;47;1;1;5;1;1;1;1;1;2;4;3;3;1.445554568
1;40;4; ; ; ; ; ; ; ;2;4;5;20;1.660195812
2;63;3;1;2;9;1; ;1;1;2;4;3;58;0.191169193
1;61;4;3;2;9;2;3;2;2;1;2;3;58;1.12541993
2;75;1;1;5;1;1;1;2;1;2;6;1;35;1.082464971
1;35;2;1;5;1;1;1;1;1; ;4;3;43;1.660195812
2;55;3;1;5;1;2;3;1;1;2;4;1;11;0.223520903
2;41;3;1;5;1;1;1;1;1;2;4;3;18;0.73300377
2;43;4;2; ;9; ;1;1;1;2;2;3;90;1.445755239
2;30;1;1;4;3;2;1;2;1;2;6;3;16;0.889934117
2;48;3;1; ; ;1;3;2;1;2;6;1;78;0.724959833
2;23;2;1;5;3; ;2;1;1; ;6;3;56;1.267044745
2;54;3;1;5;1;1;2;1;1;2;2;5;26;0.963703045
1;45;4;1;2; ; ;1;1;2;1;2;1;11;1.173764207
1;55;2;1; ; ;1;3;2;1;2;2;3;56;0.992065153
2;48;5;1;4;9;2; ;1;2;1;5;5;15;0.20228136
2;65; ;2; ; ; ;3;2;1;2;3;3;52;0.313345123
2;40;4;1;5;1; ; ;2;1;2;2;3;56;0.722877619
2;23;5;1; ;8;2;2;2;1;2;6;3;16;0.612158559
1;72;2;1; ; ;1;1;2;1;2;1;1;53;0.274377943
2;67;2;1;5;1;1;1;1;1;1;4;1;53;0.156672562
2;28;3;2; ; ;3;1;2;1;1;6;1;78;0.420676586
1;42;4;1;4;9; ;1;1;1;2;4;3;64;1.43161971
2;32;2;2; ;9; ;1;1;1;2;6;3;12;0.520269176
1;23;2;2;2;9;1;1;2;2;2;1;3;56;0.463190681
1;42;5;1;5;9; ;1;1;1;2;2;5;5;1.660195812
2;37;4;5; ;9;2;1;2;1;1;2;1;10;0.73300377
2;26;5;4; ;9; ;1;2;1;2;6;3;52;0.889934117
2;64;4;1;5;6;1;1;2;1;2;4;3;16;0.382338386
2;58;3;1;5;1;1;1;2;1;2;5;8;28;2.78114265
1;32; ;5;5;1;3;1;2;1;1;2;8;25;1.675437189
1;26;3;1; ;9;1;3;1;1; ;4;8;25;1.479444474
2;33;1;1;5;9;1;1;1;1;2;2;8;27;0.708510328
2;37;1;1;5;9; ;3;1;1;2;2;8;27;0.795165381
1;33;1;1;5;1;1;1;2;1;2;6;8;25;1.109583356
2;54;3;5;5;9; ;1;2;1;2;2;8;28;0.722777284
1;31;4;1; ;9;1;2;1;1;1;4;8;27;1.479444474
1;43;2;1;2;2;1;1;2;2; ;4;8;27;1.660195812
2;20;2;2;2;9;2;2;1;2;2;5;8;25;0.714184986
2;47;3;1;5;1;1;1;1;1; ;2;8;28;1.445554568
2;61;1;1;5;1;1;1;1;1;2;1;8;28;0.111760451
2;70;3;1;5;1;1;1;1;1;2;2;8;28;0.14627905
2;62;2;1;5;1;3;1;1;1;2;4;8;25;0.223520903
2;42;1;1; ; ; ; ;2; ;2;6;8;27;1.156604191
2;39;3;2; ; ;1;1;1;1; ;4;8;25;1.445755239
1;33;2;1;5;1; ;1;2;1;2;6;8;28;0.986296316
2;20;1;1;1;3;1;1;1;1;2;4;8;25;1.428369972
2;80;1;1; ;6; ;1; ;1;2;1;8;25;0.313345123
1;39;3;1; ;9;3;1;1;1;2;2;8;27;0.498058744
1;62;2;1; ;1;1;1;1;1;2;4;8;91;0.651558907
2;48;5;5;5;9;2;2;1;1; ;4;3;43;0.633460048
2;33;1;2; ;6;1;1;2;1;2;6;8;27;0.607294567
2;54;4;4;1;9;1;1;1;1;1;2;3;3;1.445554568
1;60;2;1;5;1; ; ;2;1;2;4;8;27;1.116073297
1;36;2;1; ;1;2; ;2;1;2;2;3;13;0.510829481
2;42;2;1;5;2;1;1;1;1;2;6;1;51;1.445755239
2;63;2;1;5;1;3;1;2;1;1;6;3;64;0.382338386
1;25;2;1;5;9;1;1;2;1;2;4;3;52;1.18355558
2;72;4;1; ;1;1;1;2; ;2;4;3;64;1.082464971
1;24;2; ; ;9; ;3;2;1;2;2;1;47;1.12944862
2;62;5;1; ;6;1;3;2; ;1;6;1;78;1.193573721
2;21;3;1; ;2;2;2;1; ;1;2;3;52;1.071277479
2;70; ;1;5;9; ;1;2;1; ;1;3;52;1.082464971
1;24;4;2;3;3;2;3; ;2;1;6;8;25;1.54266153
2;34;3;5; ;9; ;1;2; ;2;4;1;47;0.269122157
1;40;3;1;5;9;1;1;1;1;2;4;8;25;1.660195812
2;23;2;1; ;3; ;2;2;2;1;6;1;78;0.927593711
2;70;3;1;5;1;1;1;1;1;2;6;3;18;1.082464971
2;49;1;1;5;1;1;1;1;1;2;4;3;90;1.445554568
2;55;1;5; ;1;1;1;1; ;2;6;8;27;0.463523775
2;58;3;1;5;1; ;1;1;1;1;6;3;3;0.382338386
2;44;4;1;5;1;1;1;1;1;2;4;3;16;0.302762427
2;47;5;5; ;9; ;1;2;2;1;4;1;78;0.724959833
2;80;2;2; ;6;3;2;2; ;1;4;1;60;0.313345123
2;42;5;1; ;2; ;1; ; ; ;4;3;56;0.73300377
2;31;2;1;4;6; ;1;1;1;2;6;3;56;0.944680438
1;31;1;4;5;9;3;1;1;1;1;4;3;63;1.479444474
2;31;1;4;5;9;1;3;2;1;2;4;3;52;0.889934117
2;77;2;1;5;1; ;1;1;1;1;4;1;47;0.792518997
2;63;3;1; ;1;1;1;2;1;1;4;8;28;1.390571325
2;59;3;1;4;6;1;1;2;2;1;5;1;78;0.795715814
2;30;2;1; ;6;3;1;2;2;1;6;8;25;0.889934117
1;33;2;1;5;1;3;1;2;1;2;4;3;56;0.59177779
2;57;3;1;5;1;1;1;2;1;2;4;1;11;0.382338386
1;54;5;2;5;1;1;1;1;1;1;4;1;10;4.054821808
1;74;2;1; ; ; ;1;1;1;2;4;8;65;2.030396781
2;51;1;1;2;1;1;1;1;2;1;6;8;25;0.619523386
2;34;2;1;5;1;1;1;2;1;2;4;3;90;1.417020657
2;31;4;3; ;9; ;1;2; ; ;2;1;11;1.417020657
1;80;2;1; ; ; ;2;2;1;1;6;1;78;0.672643144
2;70;2;2;5;9; ;3;1;1;2;6;8;25;0.313345123
2;27;5;2;1;3;2;1;1;2;1;5;1;78;1.018480156
1;18;3;2; ;9;3;1;1;2;2;2;3;52;0.901863664
1;23;1;5; ;9;1;3;1;1;1;1;1;29;1.389572044
2;68;3;1; ; ;1;1;2;1;2;6;2;50;0.21144427
2;69;4;2;5;9; ;3;1;2;2;6;8;28;0.313345123
2;47;1;1; ;2;1;1;1;1;2;4;1;47;0.46378325
2;48;4;1;5;1;3;3;1;1;2;4;1;35;0.722777284
2;44;1;1; ;7; ;1;1;2;1;6;1;78;1.654586551
1;29;1;5;5;9; ; ;1;1;2;6;8;25;0.739722237
2;74;3;1;5;6; ;2;2;1;2;4;1;78;1.238821023
2;55;5;1;5;1;1; ;1;1;2;4;3;56;1.390571325
2;70;4;1; ;1; ;1;2;1;2;1;3;64;1.082464971
2;29;2;1;5;1;1;1;1;1;1;6;8;14;0.520269176
2;62;2;1;5;6;3;1;2;1;1;4;1;78;0.437565042
2;58;2;1; ;1;1;1;1;1;2;4;1;47;0.678731242
2;67;2;1;5;1;1;1;1;1;2;6;1;78;0.358606085
2;66;1;1;5;1; ;1;2;1;2;4;3;18;0.313345123
2;76;2;1; ;6;1;1;2;1;2;1;2;62;0.302775942
2;82;1;1;5;1;1; ;2;1;2;4;2;77;0.579963342
2;26;2;4; ;9; ; ;2;1;1;6;2;50;0.600524648
2;23;4;5; ;9;2; ;1; ;2;5;3;21;1.428369972
1;41;1;2;5;9; ; ;2;1;2;2;3;3;1.660195812
1;42;1;1;2;7;3;1;1;2;1;2;3;58;1.106797208
1;22;1;1;4;9; ;2;1;1;2;5;2;71;1.342701558
2;42;2;1;5;9; ;1;1;1;2;4;3;3;1.204796032
2;49;1;2; ;3; ;1;2;1;2;4;2;50;0.650303681
2;67;2;1; ;1;1;1;1;1;2;4;2;77;0.579963342
1;45;1;1;5;1; ;1;2;1;2;4;2;50;0.522165025
2;75;1;1;5;2;1;1;1;1;2;4;2;50;0.730443842
2;70;3;1; ; ;1;2;1;1;1;4;8;25;1.34207814
2;64;3;1; ;1; ;1;2;1;2;4;2;77;0.707661399
2;35;3;1;5;9; ;1;2;1; ;5;3;64;1.445755239
1;64;3;1; ;7;3;1;2; ;1;6;2;50;0.439669832
2;52;3;3; ;9;2;1;1;1;2;6;2;62;0.612093341
1;23;1;3;5;9;2; ;1;1;2;4;3;56;1.157976703
1;46;4;1;5;1;1;1;1;1;1;6;3;16;1.547621639
2;62;3;1;5;1; ;1;2;1;2;4;2;77;0.707661399
2;35;1;3;5;9; ;3;2;1;2;4;2;50;0.289167466
2;63;2;1;5;1;1;1;1;1;2;4;3;56;2.383836557
1;59;2;2;5;1;1; ;2;1;2;2;1;11;0.651558907
2;32;1;1; ; ;1; ;2;1;2;4;8;25;1.062765493
2;44;4;1; ;1;2;1;1; ;1;4;2;36;1.396989685
2;74;2;1;5;2;1; ;2;1;2;1;2;50;0.21144427
1;38; ;2; ;6;1;1;2;1;1;6;3;18;1.106797208
2;61;1;1; ;1; ;3; ; ;2;2;1;47;0.279926319
2;33;5;1; ;6;2;1;2; ;1;2;8;25;1.417020657
2;25;2;5; ;9; ; ;2;1;1;5;8;25;0.708510328
1;60;3;1;5;9;1;1;1;1;1;6;1;78;0.745672971
2;48;5;1;2;2; ; ;1; ;1;4;2;50;0.975455521
1;49;3;3;4;1; ;1;2;1;2;4;1;39;0.68783184
1;42;4;1;4;3;2;1;2;2;2;6;2;50;0.896235788
2;27;1;5; ;9; ;1;2;1;2;5;2;50;0.478100466
2;18;2;1;5;9;1;1;1;1;2;2;1;47;1.045770872
2;53;1;1;5;9;1;3;2;1;2;4;2;50;0.427456781
2;67;1;1;5;9; ; ;2;1;2;3;2;62;0.177007474
2;26;3;1; ;1;1;1;1;1;2;2;3;56;0.520269176
2;31;2;1;5;9;3;1;2;1;1;6;8;25;0.889934117
1;63;2;1; ;3;1;1;1;1;1;2;2;50;0.439669832
2;61;2;1;5;1;1;1;2;1;2;6;1;35;0.223520903
1;23;1;1;4;9;1;3;2;2;2;5;3;43;0.463190681
2;65;1;1;5;1; ;1; ;1;2;4;3;13;1.082464971
1;50;4;1;2;8;2;2; ; ;1;6;3;58;0.484815651
2;67;2;2;5;9; ; ;2;1;2;4;1;47;0.229413394
2;30;3;1;4;9;2;1;2;2;2;4;1;47;0.691641035
1;47;4;1; ;1;1; ;2;1;1;3;2;36;1.495420116
2;68;4;1;4;6; ; ;1;1;2;4;1;51;1.34207814
1;38;3;1;1;9;1;1;1;1;2;1;2;69;1.604197144
1;51;2;1;2;2;3;1;2;1;2;4;2;50;0.189878191
1;27;1;2; ;9; ;1; ;1;1;4;3;16;0.634047632
1;61;2;2;5;9; ; ;1;1;2;6;2;62;0.410829702
2;39;1;1;5;9;3;1;2;1;2;6;8;25;0.963836826
1;30;1;1; ;6; ;1;2; ;1;4;3;64;1.479444474
1;26;1;5;1;9;1;1;2;1;1;2;8;27;0.493148158
2;29;5;2;5;3;1;1;2;1;2;4;1;10;1.537158929
2;51;4;1; ;9;1;1;2;1; ;4;1;10;1.094158266
2;64;2; ;5;9; ; ;2;1;2;4;2;50;0.2580007
2;77;4;1;2;2;1;1;1;2;1;6;8;25;1.082464971
2;66;4;1; ; ;1;2;2; ;2;4;1;78;0.358606085
2;26;1;1;5;1;2;2;2;1;2;6;2;31;0.859916498
1;40;3;1;5;1;1;2;2;1;2;4;2;50;1.120294735
2;33;2; ; ;1;1;1;2;1;2;4;8;65;0.944680438
2;73;2;1;5;1;1;1; ;1;2;6;3;90;0.313345123
2;50;1;1;4;6;2;2;1;1;1;4;1;78;0.724959833
2;37;3;2;5;1;1;1;1;1;1;4;8;28;2.532194843
2;58;2;1; ;9;1;1;2;1;2;4;2;69;1.343667133
1;22;1;1; ;2;3;1;2; ;2;6;8;91;1.54266153
2;53;1;1;5;1;3;1;1;1;1;6;3;64;0.481851523
1;33;1;4; ;9; ;1; ; ;1;4;2;62;1.429542577
2;52;4;1; ;2; ; ;2; ;1;6;8;25;0.963703045
1;23;2;2;5;1;1;1;1;1;2;5;3;73;1.54266153
2;74;2;1;5;1;1;1;1;1;2;4;2;40;1.045953256
2;18;2;2;5;1;1;1;1;1;2;5;2;57;0.78317985
1;50;1;1;5; ; ;1;2;1;2;4;2;77;2.172493402
2;33;2;2;5;9;1; ;2;1;2;4;2;40;0.859916498
